degradation_auc_loss,degradation_p_cliff,ge_audc_f,ge_boundary_hit,ge_cell_valid,ge_contract_margin_min,ge_hard_boundary_hit,ge_valid_lambda_coverage,rebound_baseline_loaded,rebound_c_rec,rebound_c_rec_cog,rebound_c_rec_phy,rebound_c_rec_state_debt,rebound_c_rec_valid,rebound_formal_window_count,rebound_g_rec_total,rebound_num_recovery_windows,rebound_raw_window_count,rebound_skipped_window_count,rebound_tracker_window_count,rebound_tracker_window_open_final,rebound_w_rem_star,replanning_count_0,replanning_count_1,runtime,sim_step_count,stability_beta,stability_beta_action,stability_beta_neighborhood,stability_beta_neighborhood_valid,stability_beta_oscillation,stability_beta_out,stability_beta_perturbation,stability_beta_perturbation_action,stability_beta_perturbation_oscillation,stability_beta_perturbation_out,stability_beta_perturbation_progress,stability_beta_perturbation_success,stability_beta_perturbation_valid,stability_beta_perturbation_vv,stability_beta_progress,stability_beta_success,stability_beta_vv,stability_clean_ref_valid,stability_critic_trace_len,stability_gae_mean_abs,stability_gae_p95_abs,stability_n_clean_ref,stability_oscillation_loss,stability_oscillation_loss_valid,stability_p_cbf,stability_return_target_variance,stability_td_error_mean_abs,stability_td_error_p95_abs,stability_value_delta_variance,task_percent_complete,task_state_success
1168.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.91168371324401,22.14226626714327,10.274107859090417,0.0730197635355262,1.0,2.0,452.4657998206058,2.0,2.0,0.0,2.0,0.0,45.64974054855448,41.0,41.0,343.314172744751,1156.0,0.22210523865676737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,0.5597809553146362,0.9188379198312759,0.0,0.6556810736656189,1.0,10.0,0.48652780055999756,0.27675509452819824,0.4417093098163605,0.017194228246808052,0.0,0.0
