degradation_auc_loss,degradation_p_cliff,ge_audc_f,ge_boundary_hit,ge_cell_valid,ge_contract_margin_min,ge_hard_boundary_hit,ge_valid_lambda_coverage,rebound_baseline_loaded,rebound_c_rec,rebound_c_rec_cog,rebound_c_rec_phy,rebound_c_rec_state_debt,rebound_c_rec_valid,rebound_formal_window_count,rebound_g_rec_total,rebound_num_recovery_windows,rebound_raw_window_count,rebound_skipped_window_count,rebound_tracker_window_count,rebound_tracker_window_open_final,rebound_w_rem_star,replanning_count_0,replanning_count_1,runtime,sim_step_count,stability_beta,stability_beta_action,stability_beta_neighborhood,stability_beta_neighborhood_valid,stability_beta_oscillation,stability_beta_out,stability_beta_perturbation,stability_beta_perturbation_action,stability_beta_perturbation_oscillation,stability_beta_perturbation_out,stability_beta_perturbation_progress,stability_beta_perturbation_success,stability_beta_perturbation_valid,stability_beta_perturbation_vv,stability_beta_progress,stability_beta_success,stability_beta_vv,stability_clean_ref_valid,stability_critic_trace_len,stability_gae_mean_abs,stability_gae_p95_abs,stability_n_clean_ref,stability_oscillation_loss,stability_oscillation_loss_valid,stability_p_cbf,stability_return_target_variance,stability_td_error_mean_abs,stability_td_error_p95_abs,stability_value_delta_variance,task_percent_complete,task_state_success
3720.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.932171623580984,77.04181330278308,74.41281767650734,1.3525640473249514,1.0,6.0,1149.2289261010949,6.0,6.0,0.0,6.0,0.0,26.833333333333332,32.0,32.0,989.0754373073578,3717.0,0.7407914724017217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3717.0,0.31182846426963806,0.5227457880973814,0.0,0.36475691199302673,1.0,100.0,0.06221524626016617,0.15298403799533844,0.25231316089630124,0.023571643978357315,1.0,1.0
