stress_lambda,n,completion_mean,completion_std,completion_se,c_rec_mean,c_rec_std,c_rec_se,margin_mean,margin_se,boundary_hit_mean,hard_boundary_hit_mean,success_rate
0.0,54,0.8194444444444444,0.31955403279291256,0.04348579586617993,41.73105077382426,57.66708714341518,7.847496580776622,-0.6334744045817338,0.05866306500987398,0.2222222222222222,0.7777777777777778,0.7037037037037037
0.2,39,0.9025641025641027,0.2539034000800299,0.04065708269964959,38.68409136587607,49.546732970007064,7.933826877560873,-0.3866079932279336,0.08030477075451935,0.07692307692307693,0.46153846153846156,0.8461538461538461
0.4,39,0.7846153846153846,0.3869846056631231,0.06196713045582559,39.02932997514512,33.091470373943814,5.298876057675358,-0.3834013988463734,0.08592095558621746,0.07692307692307693,0.46153846153846156,0.7435897435897436
0.6,33,0.794949494949495,0.3538597898062887,0.061599082746454675,50.609231894801496,59.92339590433453,10.43132429593182,-0.5371960743452785,0.07708657610681745,0.36363636363636365,0.8181818181818182,0.696969696969697
0.8,27,0.7851851851851852,0.3480511473039576,0.06698247452923266,50.40741993037863,115.39534879474625,22.207845229959165,-0.5998245772649082,0.09071746054710542,0.1111111111111111,0.6666666666666666,0.6666666666666666
1.0,27,0.8432098765432099,0.3123955982616145,0.060120560916665775,41.61471373766732,69.56315697670256,13.387435802059805,-0.5675556404151607,0.10334252258262903,0.1111111111111111,0.6666666666666666,0.7407407407407407
